
SetupTitle, C-V Oliver
DataValue, 0, 7.54767E-11, 6.9536800000000008E-05, 3.141592653589, 0.14662969428704889, 14380.874587268898, 7.7099469220900025E-11, -2064.2806584820432, 302.68484187588996, 2086.3539370117646, -1.425204140226729, 7.54767E-12, 7.54767E-13
DataValue, -0.025, 7.2329499999999993E-11, 6.2700800000000008E-05, 3.141592653589, 0.13796780367372694, 15948.759824436051, 7.3706300339583E-11, -2159.3126009400776, 297.9156169967053, 2179.7671030248002, -1.43369406994598, 7.23295E-12, 7.232949999999999E-13
DataValue, -0.05, 6.96204E-11, 5.74158E-05, 3.141592653589, 0.13125475265264133, 17416.808613656867, 7.0819807029861782E-11, -2247.3224619890093, 294.97175387909238, 2266.5980198850543, -1.4402876215201135, 6.96204E-12, 6.96204E-13
DataValue, -0.075, 6.7263799999999992E-11, 5.3158E-05, 3.141592653589, 0.12577877647235378, 18811.8439369427, 6.8327933536230263E-11, -2329.2807912527469, 292.97408798432662, 2347.6334511011873, -1.4456746105923557, 6.7263799999999991E-12, 6.7263799999999991E-13
DataValue, -0.1, 6.5156E-11, 4.9561E-05, 3.141592653589, 0.12106142388390043, 20177.155424628236, 6.6110917758394869E-11, -2407.3927346398964, 291.44239230326269, 2424.9697826629526, -1.4503211761727597, 6.5156E-12, 6.5156E-13
DataValue, -0.125, 6.32667E-11, 4.6478000000000005E-05, 3.141592653589, 0.11692096229180564, 21515.555746804937, 6.4131588145060817E-11, -2481.69346332012, 290.1619878446723, 2498.598892394652, -1.4544038264051888, 6.32667E-12, 6.3266699999999985E-13
DataValue, -0.15, 6.15464E-11, 4.37795E-05, 3.141592653589, 0.1132109080481294, 22841.740997498826, 6.2335222341946677E-11, -2553.2104821712783, 289.05127712461274, 2569.5202678859455, -1.4580653968552575, 6.1546399999999993E-12, 6.1546399999999987E-13
DataValue, -0.17500000000000002, 5.99776E-11, 4.13991E-05, 3.141592653589, 0.10985553614278246, 24155.114483165093, 6.0701424000723488E-11, -2621.9309631029182, 288.03363168103306, 2637.7045604572854, -1.4613795390037654, 5.99776E-12, 5.9977599999999991E-13
DataValue, -0.2, 5.85313E-11, 3.92757E-05, 3.141592653589, 0.10679622353161354, 25461.035704010366, 5.9198874841660134E-11, -2688.4791901472613, 287.11942455105827, 2703.7673568207388, -1.4644033662761533, 5.85313E-12, 5.85313E-13
DataValue, -0.225, 5.71987E-11, 3.73721E-05, 3.141592653589, 0.10398758098918548, 26757.929043323762, 5.78172133949569E-11, -2752.7259400194093, 286.24931162880006, 2767.5691083085353, -1.4671811529378194, 5.71987E-12, 5.71987E-13
DataValue, -0.25, 5.59582E-11, 3.56468E-05, 3.141592653589, 0.10138575625037272, 28053.008965741665, 5.6533398342754114E-11, -2815.23750132623, 285.42498309636949, 2829.6695230802338, -1.4697558274952898, 5.59582E-12, 5.5958199999999987E-13
DataValue, -0.275, 5.48005E-11, 3.40802E-05, 3.141592653589, 0.09897778836984665, 29342.550806626721, 5.5337358720265418E-11, -2876.0849229627297, 284.66852483871179, 2890.1385179827248, -1.4721398671241144, 5.48005E-12, 5.4800499999999984E-13
DataValue, -0.3, 5.36774E-11, 3.25935E-05, 3.141592653589, 0.0966406092259871, 30680.963995888753, 5.4178715104173164E-11, -2937.5916868075833, 283.89065027027993, 2951.2774894462068, -1.4744548981868082, 5.36774E-12, 5.36774E-13
DataValue, -0.325, 5.26619E-11, 3.12816E-05, 3.141592653589, 0.09453933997490957, 31967.674287760216, 5.31325755686452E-11, -2995.4306070917569, 283.18603253509735, 3008.7869401014527, -1.4765371403300811, 5.26619E-12, 5.26619E-13
DataValue, -0.35000000000000003, 5.17116E-11, 3.0080800000000002E-05, 3.141592653589, 0.092580929852487531, 33243.796707534369, 5.2154831943442E-11, -3051.5857718519183, 282.51864828267145, 3064.6357874299738, -1.4784785556765441, 5.17116E-12, 5.17116E-13
DataValue, -0.375, 5.08103E-11, 2.8964000000000003E-05, 3.141592653589, 0.09072498630621785, 34525.618008562349, 5.1228520755063723E-11, -3106.764371606489, 281.8611550706442, 3119.5240937394956, -1.4803190381719358, 5.081030000000001E-12, 5.08103E-13
DataValue, -0.4, 4.99595E-11, 2.7930300000000003E-05, 3.141592653589, 0.088976977492582737, 35803.410632896885, 5.0355024491633567E-11, -3160.656651420732, 281.22567573524441, 3173.1432915742803, -1.4820530475554563, 4.9959499999999995E-12, 4.9959499999999985E-13
DataValue, -0.425, 4.91516E-11, 2.69678E-05, 3.141592653589, 0.087322867908973437, 37081.259872885443, 4.9526394872674747E-11, -3213.5378216221884, 280.61533871800458, 3225.7666219551752, -1.4836944027752064, 4.91516E-12, 4.9151599999999992E-13
DataValue, -0.45, 4.8383599999999996E-11, 2.60815E-05, 3.141592653589, 0.085793526076032314, 38341.353066349708, 4.873972889656393E-11, -3265.40476722175, 280.1505890454394, 3277.4002877794828, -1.4852123712135692, 4.8383599999999996E-12, 4.838359999999999E-13
DataValue, -0.47500000000000003, 4.7654999999999996E-11, 2.5244E-05, 3.141592653589, 0.084308202358888265, 39613.37347488512, 4.7993725687099559E-11, -3316.1614526357862, 279.57961080356273, 3327.9260116061114, -1.486687027520524, 4.7654999999999994E-12, 4.7654999999999992E-13
DataValue, -0.5, 4.69586E-11, 2.44577E-05, 3.141592653589, 0.082893524331211568, 40886.919047988973, 4.7281268336348335E-11, -3366.13100054218, 279.03046199548874, 3377.6761111054616, -1.4880918866136068, 4.6958599999999993E-12, 4.6958599999999993E-13
DataValue, -0.525, 4.6294299999999997E-11, 2.37191E-05, 3.141592653589, 0.081543775598549459, 42160.115687357444, 4.660212873228169E-11, -3415.1861174892538, 278.48717039182509, 3426.5217526179763, -1.4894325722388535, 4.62943E-12, 4.62943E-13
DataValue, -0.55, 4.5658099999999996E-11, 2.30231E-05, 3.141592653589, 0.080253890772939318, 43434.637385929782, 4.5952169530393061E-11, -3463.4913806772374, 277.95865895788779, 3474.6271109451704, -1.490714069974145, 4.5658099999999991E-12, 4.5658099999999993E-13
DataValue, -0.57500000000000007, 4.50501E-11, 2.2367400000000002E-05, 3.141592653589, 0.079020518802723164, 44707.92313813854, 4.5331403744177157E-11, -3510.9202439463184, 277.43473915162144, 3521.8647040793894, -1.4919396689408413, 4.5050099999999992E-12, 4.5050099999999997E-13
DataValue, -0.6, 4.44463E-11, 2.17271E-05, 3.141592653589, 0.077801197491192575, 46025.470495372138, 4.4715334624218359E-11, -3559.2922300470791, 276.91719771876006, 3570.0482228207952, -1.4931515392091586, 4.44463E-12, 4.4446299999999997E-13
DataValue, -0.625, 4.38866E-11, 2.11412E-05, 3.141592653589, 0.076668652456449743, 47301.004673339259, 4.4144569045328105E-11, -3605.31196778733, 276.41441025536574, 3615.8926022861037, -1.4942773682928996, 4.38866E-12, 4.3886599999999994E-13
DataValue, -0.65, 4.33497E-11, 2.05883E-05, 3.141592653589, 0.075588290457827764, 48571.27591884711, 4.3597382397438614E-11, -3650.561899360408, 275.93973318313391, 3660.9759514931325, -1.4953515049828263, 4.33497E-12, 4.3349699999999996E-13
DataValue, -0.675, 4.28326E-11, 2.00615E-05, 3.141592653589, 0.0745433826300263, 49846.721331904395, 4.3070608589198193E-11, -3695.2099890190657, 275.45345210974352, 3705.4623823789466, -1.4963905577805696, 4.2832599999999993E-12, 4.2832599999999997E-13
DataValue, -0.70000000000000007, 4.2334799999999996E-11, 1.9562900000000002E-05, 3.141592653589, 0.073545457548239879, 51117.165655398734, 4.25637861529035E-11, -3739.2101943233433, 275.00192461055326, 3749.3091278088982, -1.4973830414146903, 4.2334799999999994E-12, 4.2334799999999991E-13
DataValue, -0.725, 4.18558E-11, 1.90883E-05, 3.141592653589, 0.072582468862661648, 52388.11208960462, 4.2076305344448196E-11, -3782.5313270509241, 274.54546226771595, 3792.4818326490927, -1.4983409165619985, 4.18558E-12, 4.1855799999999994E-13
DataValue, -0.75, 4.13928E-11, 1.86347E-05, 3.141592653589, 0.071650253619839468, 53663.327018948519, 4.1605300653069123E-11, -3825.3525534899613, 274.08748064285624, 3835.1592021110828, -1.4992683085868384, 4.13928E-12, 4.13928E-13
DataValue, -0.775, 4.09468E-11, 1.82037E-05, 3.141592653589, 0.0707554396817985, 54933.887066914969, 4.1151793285151739E-11, -3867.5092963533448, 273.64732073692403, 3877.1782282384233, -1.500158608782348, 4.09468E-12, 4.09468E-13
DataValue, -0.8, 4.05135E-11, 1.77896E-05, 3.141592653589, 0.069885415370883677, 56212.618608625264, 4.0711366770515523E-11, -3909.3490520490368, 273.20648233221726, 3918.8839983782432, -1.5010243519720963, 4.0513500000000005E-12, 4.0513499999999997E-13
DataValue, -0.82500000000000007, 4.00964E-11, 1.73961E-05, 3.141592653589, 0.069050471002923455, 57484.148745983293, 4.0287578333900426E-11, -3950.4718246619664, 272.78194017668721, 3959.8784860566875, -1.5018552863735228, 4.00964E-12, 4.0096399999999993E-13
DataValue, -0.85, 3.96926E-11, 1.70192E-05, 3.141592653589, 0.068241682516899091, 58757.168374541689, 3.9877445549878149E-11, -3991.1017593357824, 272.35949915322988, 4000.3841003273892, -1.5026602814511816, 3.96926E-12, 3.9692599999999997E-13
DataValue, -0.875, 3.93012E-11, 1.66584E-05, 3.141592653589, 0.0674601972459543, 60029.774768285068, 3.9480054974803647E-11, -4031.2746067225321, 271.95058012210887, 4040.4371140799426, -1.503438185407888, 3.9301199999999994E-12, 3.9301199999999995E-13
DataValue, -0.9, 3.89058E-11, 1.62956E-05, 3.141592653589, 0.066661662031083924, 61366.258376494268, 3.9078688706394311E-11, -4072.6786993211863, 271.49153101534336, 4081.7177069608288, -1.5042331455119054, 3.8905799999999994E-12, 3.8905799999999997E-13
DataValue, -0.925, 3.85381E-11, 1.5965600000000002E-05, 3.141592653589, 0.065934858216378234, 62634.664528736779, 3.870564074897915E-11, -4111.931491435992, 271.11961988329284, 4120.859914938711, -1.5049567686393126, 3.85381E-12, 3.8538099999999994E-13
DataValue, -0.95000000000000007, 3.81819E-11, 1.5647300000000002E-05, 3.141592653589, 0.06522318535857155, 63908.789375802844, 3.8344328242741034E-11, -4150.6775678633812, 270.72041237241825, 4159.4968222177267, -1.5056653939479818, 3.8181900000000007E-12, 3.8181899999999996E-13
DataValue, -0.975, 3.78347E-11, 1.53402E-05, 3.141592653589, 0.064529880189849773, 65188.198328574596, 3.7992247679989226E-11, -4189.1425964714244, 270.3248698484972, 4197.8555512106359, -1.5063557932234679, 3.7834699999999994E-12, 3.7834699999999993E-13
DataValue, -1, 3.74981E-11, 1.5045900000000001E-05, 3.141592653589, 0.063860018461387447, 66463.289002319565, 3.7651021075027112E-11, -4227.1082841229663, 269.94321306237646, 4235.7188036954776, -1.50702290576228, 3.74981E-12, 3.74981E-13
DataValue, -1.025, 3.71695E-11, 1.47606E-05, 3.141592653589, 0.06320296084162616, 67747.923526143917, 3.7317977814705406E-11, -4264.8329950295274, 269.55007278092643, 4273.34268661299, -1.507677321971336, 3.71695E-12, 3.7169499999999996E-13
DataValue, -1.05, 3.68513E-11, 1.44876E-05, 3.141592653589, 0.062569655711975564, 69024.5451282476, 3.6995571432366832E-11, -4301.9998591694521, 269.1746500612, 4310.41271579991, -1.5083081324218621, 3.6851300000000005E-12, 3.68513E-13
DataValue, -1.075, 3.65406E-11, 1.42236E-05, 3.141592653589, 0.061951808360083141, 70305.689136364919, 3.6680843793284882E-11, -4338.9117215747319, 268.80342746631624, 4347.2301768179059, -1.5089235939800612, 3.65406E-12, 3.6540599999999997E-13
DataValue, -1.1, 3.62397E-11, 1.39692E-05, 3.141592653589, 0.061348941383065146, 71586.06076224838, 3.6376095091035946E-11, -4375.2619046555, 268.41768612426824, 4383.4877424893048, -1.5095241782572291, 3.6239699999999996E-12, 3.6239699999999994E-13
DataValue, -1.125, 3.5945E-11, 1.37237E-05, 3.141592653589, 0.060764910071242052, 72866.64674978322, 3.60777223940685E-11, -4411.4465251859147, 268.06115138701534, 4419.5833769098435, -1.51010604040084, 3.5944999999999997E-12, 3.5944999999999995E-13
DataValue, -1.1500000000000001, 3.56586E-11, 1.34864E-05, 3.141592653589, 0.06019381648508576, 74148.772096334083, 3.5787801646451055E-11, -4447.1841177681936, 267.69298466032666, 4455.2335641766322, -1.5106750526652217, 3.5658600000000003E-12, 3.5658599999999996E-13
DataValue, -1.175, 3.5378899999999997E-11, 1.32578E-05, 3.141592653589, 0.059641323063302221, 75427.295629742483, 3.5504745840008141E-11, -4482.6385691963887, 267.35049508146062, 4490.6040606211709, -1.5112255696538113, 3.5378899999999996E-12, 3.5378899999999993E-13
DataValue, -1.2, 3.50948E-11, 1.30265E-05, 3.141592653589, 0.0590751868136333, 76766.591179518669, 3.5217276559802978E-11, -4519.2291579296925, 266.97430675831532, 4527.1080683313712, -1.511789718166384, 3.5094799999999993E-12, 3.5094799999999994E-13
DataValue, -1.225, 3.48296E-11, 1.28127E-05, 3.141592653589, 0.058548032115041296, 78047.562184395167, 3.4948991412859239E-11, -4553.92091897037, 266.62310821323558, 4561.7193708150462, -1.5123150558122875, 3.48296E-12, 3.4829599999999995E-13
DataValue, -1.25, 3.45692E-11, 1.26054E-05, 3.141592653589, 0.058034658587733705, 79331.080330651952, 3.4685629812204658E-11, -4588.4980020150733, 266.291914977443, 4596.2185868906054, -1.5128266908535542, 3.45692E-12, 3.4569199999999996E-13
DataValue, -1.2750000000000001, 3.4315799999999996E-11, 1.2404E-05, 3.141592653589, 0.057529124021948159, 80619.155111254426, 3.4429371575479875E-11, -4622.6502491635219, 265.93701949421779, 4630.2934922560835, -1.5133305431733495, 3.43158E-12, 3.4315799999999993E-13
DataValue, -1.3, 3.40678E-11, 1.22088E-05, 3.141592653589, 0.057035994963596785, 81908.131839329, 3.4178626121030689E-11, -4656.5635063372192, 265.5917326951182, 4664.1315008292349, -1.513822059413749, 3.4067799999999997E-12, 3.4067799999999997E-13
DataValue, -1.325, 3.38257E-11, 1.20193E-05, 3.141592653589, 0.056552591890334881, 83199.520770760355, 3.3933881206581796E-11, -4690.1485309928512, 265.2400557782924, 4697.64255025472, -1.5143039082301739, 3.3825699999999998E-12, 3.3825699999999995E-13
DataValue, -1.35, 3.35896E-11, 1.18375E-05, 3.141592653589, 0.056088689322015946, 84477.296726504748, 3.3695270902160219E-11, -4723.36143413324, 264.927152034691, 4730.7853083121872, -1.5147663439375085, 3.35896E-12, 3.35896E-13
DataValue, -1.375, 3.33575E-11, 1.16587E-05, 3.141592653589, 0.055625863299886051, 85772.856321888365, 3.346071599964806E-11, -4756.4715319782617, 264.58283522762235, 4763.8246725941462, -1.5152277304094177, 3.3357499999999998E-12, 3.3357499999999997E-13
DataValue, -1.4000000000000001, 3.31309E-11, 1.1487300000000001E-05, 3.141592653589, 0.055182943348354288, 87052.658152916687, 3.3231788799889665E-11, -4789.2379206642026, 264.28424485780278, 4796.5243690414036, -1.5156692949062851, 3.3130900000000004E-12, 3.3130899999999996E-13
DataValue, -1.425, 3.29089E-11, 1.13188E-05, 3.141592653589, 0.054740297301611417, 88348.588189560731, 3.3007511523742519E-11, -4821.7795206237934, 263.94564448176783, 4828.9983483894375, -1.5161106078367634, 3.2908899999999995E-12, 3.2908899999999994E-13
DataValue, -1.45, 3.26916E-11, 1.11555E-05, 3.141592653589, 0.054309148761825264, 89641.8806866568, 3.2788023339340384E-11, -4854.0572709967255, 263.61971842898072, 4861.2104815632856, -1.5165404783882814, 3.2691599999999998E-12, 3.2691599999999995E-13
DataValue, -1.475, 3.24788E-11, 1.09972E-05, 3.141592653589, 0.053889267465874149, 90932.237296766441, 3.2573120161383534E-11, -4886.0822145192815, 263.30739131848026, 4893.1717923413016, -1.5169591343874598, 3.2478799999999997E-12, 3.24788E-13
DataValue, -1.5, 3.22628E-11, 1.08366E-05, 3.141592653589, 0.053457804539905666, 92279.866378753475, 3.2354998592967705E-11, -4919.021789929162, 262.96010537357006, 4926.0454105515491, -1.5173893578980897, 3.2262800000000003E-12, 3.2262799999999997E-13
DataValue, -1.5250000000000001, 3.2058699999999996E-11, 1.06867E-05, 3.141592653589, 0.05305396445709238, 93574.255850730347, 3.214893636487625E-11, -4950.5508140486236, 262.6463469315654, 4957.5131332185074, -1.5177920558479023, 3.20587E-12, 3.2058699999999993E-13
DataValue, -1.55, 3.18586E-11, 1.05419E-05, 3.141592653589, 0.052663817449005133, 94859.560420797017, 3.1946959115643371E-11, -4981.8495248896033, 262.363213937199, 4988.7532655634732, -1.5181811157933629, 3.18586E-12, 3.1858599999999997E-13
DataValue, -1.575, 3.16627E-11, 1.03992E-05, 3.141592653589, 0.052272360986323214, 96161.243172551738, 3.1749215152712107E-11, -5012.8780294696535, 262.03496993684632, 5019.7219508464168, -1.5185714975689735, 3.16627E-12, 3.1662699999999997E-13
DataValue, -1.6, 3.14702E-11, 1.02611E-05, 3.141592653589, 0.0518936894764145, 97455.438500745528, 3.1554947832676229E-11, -5043.7396992659624, 261.73826175357209, 5050.5264152974469, -1.5189491446532588, 3.1470200000000005E-12, 3.1470199999999995E-13
DataValue, -1.625, 3.12819E-11, 1.01264E-05, 3.141592653589, 0.051520739332526988, 98751.777531995569, 3.1364934255599766E-11, -5074.2954471049352, 261.43145302652187, 5081.0255548601044, -1.5193211003188152, 3.1281899999999994E-12, 3.1281899999999995E-13
DataValue, -1.6500000000000001, 3.10969E-11, 9.99585E-06, 3.141592653589, 0.0511590846002503, 100041.5172296503, 3.1178288421763907E-11, -5104.67223020613, 261.15035848166377, 5111.347971677601, -1.5196818043084732, 3.10969E-12, 3.10969E-13
DataValue, -1.675, 3.09151E-11, 9.86669E-06, 3.141592653589, 0.050794999383982888, 101351.11166966836, 3.0994865037631372E-11, -5134.8809842760375, 260.82627643312679, 5141.5010521400864, -1.5200449458398311, 3.0915099999999996E-12, 3.0915099999999992E-13
DataValue, -1.7, 3.07374E-11, 9.7422099999999987E-06, 3.141592653589, 0.050444112974411794, 102646.11417737865, 3.0815614650346062E-11, -5164.7499132440053, 260.53122810826409, 5171.3168716656264, -1.520394935453647, 3.0737399999999998E-12, 3.0737399999999997E-13
DataValue, -1.725, 3.05616E-11, 9.6197499999999988E-06, 3.141592653589, 0.050096551352306375, 103952.80542633646, 3.06382993612811E-11, -5194.6402512492668, 260.23356210346657, 5201.15456862648, -1.5207416209611691, 3.05616E-12, 3.05616E-13
DataValue, -1.75, 3.03902E-11, 9.5015499999999988E-06, 3.141592653589, 0.04976007560118656, 105245.98618120202, 3.0465448114326392E-11, -5224.112985132585, 259.95225708933782, 5230.5766085008954, -1.5210772600158717, 3.0390199999999997E-12, 3.0390199999999994E-13
DataValue, -1.7750000000000001, 3.0220899999999996E-11, 9.3842499999999991E-06, 3.141592653589, 0.049421088541720989, 106561.52596105177, 3.0294712855657435E-11, -5253.555095578794, 259.63641153740906, 5259.9669398654905, -1.5214154154714998, 3.0220899999999993E-12, 3.0220899999999991E-13
DataValue, -1.8, 3.00485E-11, 9.26795E-06, 3.141592653589, 0.049088641856628576, 107898.72625553656, 3.0120907712975684E-11, -5283.8694175001137, 259.37797345285571, 5290.2318431525755, -1.5217470575759773, 3.00485E-12, 3.00485E-13
DataValue, -1.825, 2.98854E-11, 9.1566099999999987E-06, 3.141592653589, 0.048763601740818181, 109210.72318248785, 2.9956464159579367E-11, -5312.8747853588566, 259.07491013207414, 5319.1877475759266, -1.5220713214772546, 2.9885400000000005E-12, 2.98854E-13
DataValue, -1.85, 2.97252E-11, 9.0485E-06, 3.141592653589, 0.048447563096880038, 110515.55506437531, 2.97949699897823E-11, -5341.671535380473, 258.79096875315355, 5347.9367570495988, -1.5223866152362544, 2.9725200000000003E-12, 2.9725199999999996E-13
DataValue, -1.875, 2.95686E-11, 8.94296E-06, 3.141592653589, 0.048136073059713874, 111819.80015565317, 2.9637112856916431E-11, -5370.1230568683222, 258.49663580506757, 5376.3409635765574, -1.5226973805352728, 2.9568600000000004E-12, 2.95686E-13
DataValue, -1.9000000000000001, 2.94132E-11, 8.8402699999999986E-06, 3.141592653589, 0.047834736402953257, 113118.71696226475, 2.9480502166736648E-11, -5398.6510199786471, 258.24304847221333, 5404.8239848861595, -1.5229980249262849, 2.9413200000000002E-12, 2.9413199999999992E-13
DataValue, -1.925, 2.92611E-11, 8.7390699999999986E-06, 3.141592653589, 0.047532942661979244, 114428.65201903637, 2.9327211962789716E-11, -5426.8691921301925, 257.95506214358608, 5432.9964147399651, -1.5232991340186315, 2.92611E-12, 2.9261099999999997E-13
